Industry,Search Query,Business Name,Address,Phone,Website,Scraped Email,Google Rating
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Prudential Marquis Realty,"235 Charlotte St, Sydney, NS B1P 1C4, Canada",(902) 539-8141,,,3.7 (3 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Curry Regina Realtor Coldwell Banker,"208 Charlotte St, Sydney, NS B1P 1C5, Canada",(902) 565-9225,,,5 (1 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia","Century 21 Island Gateway Realty Inc. - Homes for Sale in Cape Breton, Nova Scotia","150 Peppett St, North Sydney, NS B2A 2P6, Canada",(902) 794-0555,http://capebretonforsale.com/,,4.5 (14 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Cape Breton Realty,"9941 Grenville St, St. Peter's, NS B0E 3B0, Canada",(877) 535-2485,http://www.capebretonrealty.com/,dutyagent@capebretonrealty.com,4.6 (10 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Eric Young REALTOR® - 3% Realty Nova Scotia,"37 Nepean St Suite 202a, Sydney, NS B1P 6A7, Canada",(902) 371-5700,https://www.realtor.ca/a/ix5h/kb,,5 (12 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Jennifer Kyte-Macdonald Managing Associate Broker Keller Williams Select Realty,"20 Townsend St #2, Sydney, NS B1P 6V2, Canada",(902) 565-0515,,,N/A (0 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Provincial Realty,"49 Pownal St, Charlottetown, PE C1A 1C5, Canada",(902) 892-2266,https://www.provincialrealty.ca/,info@provincialrealty.ca,4.9 (15 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Royal LePage Prince Edward Realty,"87 John Yeo Dr, Charlottetown, PE C1E 3J3, Canada",(902) 628-6500,http://www.royallepagepei.ca/,joanna.grant@royallepage.ca,4.9 (11 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Coldwell Banker Parker Realty,"535 N River Rd, Charlottetown, PE C1E 1J6, Canada",(902) 566-4663,https://www.parkerrealty.ca/,westernoffice@parkerrealty.ca,4.6 (38 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Real Estate by Mark Corney,"18 Queen St, Charlottetown, PE C1A 1A6, Canada",(902) 940-4473,http://www.markcorney.com/,me@markcorney.com,5 (53 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Red-Isle Realty Inc.,"284 Grafton St, Charlottetown, PE C1A 1L7, Canada",(902) 628-6683,https://redislerealtyinc.com/,chance@redislerealtyinc.com,4.9 (17 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",EXIT Realty PEI,"41 Macleod Cres, Charlottetown, PE C1E 3K2, Canada",(902) 892-7653,http://exitrealtypei.com/,info@exitrealtypei.com,4.2 (29 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",CENTURY 21 Colonial Realty Inc.,"111 St Peters Rd, Charlottetown, PE C1A 5P1, Canada",(902) 566-2121,http://colonialrealty.c21.ca/,colonialrealty@century21.ca,4.8 (10 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",RE/MAX Charlottetown Realty,"268 Grafton St, Charlottetown, PE C1A 1L7, Canada",(902) 892-2000,http://www.remax-charlottetownpei.com/,office@remaxcharlottetown.com,3.6 (18 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Jeff Gaudet - Coldwell Banker Parker Realty,"535 N River Rd, Charlottetown, PE C1E 1J6, Canada",(902) 330-5617,https://jeffgaudet.com/,jeff-gaudet@coldwellbanker.ca,5 (43 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",HomeLife P.E.I. Realty Inc,"14 Garfield St, Charlottetown, PE C1A 6A5, Canada",(902) 892-4744,https://homelifepei.ca/,,4.6 (23 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Powerhouse Realty PEI Inc.,"17 Campbell Rd, Charlottetown, PE C1E 0J4, Canada",(902) 569-2542,http://powerhouserealtypei.com/,admin@powerhouserealtypei.com,4.8 (12 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Elite Real Estate Advisors,"18 Queen St, Charlottetown, PE C1A 4A1, Canada",(902) 940-4473,https://www.elitepei.com/,ian@elitepei.com,5 (2 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Taralynn Arsenault - KELLER WILLIAMS SELECT REALTY,"161 Maypoint Rd Suite 4, Charlottetown, PE C1E 1X5, Canada",(902) 315-2892,https://taralynnarsenault.kw.com/,,5 (21 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",David Cyrus MacDonald Real Estate,"268 Grafton St, Charlottetown, PE C1A 1L7, Canada",(902) 940-5455,http://www.davidcyrusmacdonald.com/,DavidCyrusMacdonald@remax.net,5 (31 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Gold Key Realty,"18 Queen St, Charlottetown, PE C1A 4A1, Canada",(902) 894-4653,http://www.goldkeyrealty.ca/,lesgoldkeyrealty@pei.aibn.com,4.3 (6 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Ashtyn Palmer - Palmer Real Estate Group,"161 Maypoint Rd, Charlottetown, PE C1E 1X6, Canada",(902) 432-0019,https://palmerpropertygroup.ca/,,5 (17 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Angel Rodriguez - Century 21 Colonial Realty,"111 St Peters Rd, Charlottetown, PE C1A 5P1, Canada",(902) 629-0285,https://angel-rodriguez.c21.ca/,angel.rodriguez@century21.ca,5 (21 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Bell Realty PEI,"76 Kent St, Charlottetown, PE C1A 1M9, Canada",(902) 629-4846,https://bellrealtypei.com/,,3.6 (8 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",PEI Real Estate Association,"3 Lower Malpeque Rd, Charlottetown, PE C1E 1R4, Canada",(902) 368-8451,http://www.peirea.com/,office@peirea.com,4.8 (5 reviews)
Real Estate,"Real Estate Agency in Charlottetown, PEI",Shane McGuigan- Island Homes PEI,"56 Meadowbank Rd, Cornwall, PE C0A 1H0, Canada",(902) 213-1985,http://islandhomespei.com/,,5 (11 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Royal LePage Country Estates 1985 Ltd,"630 Water St E, Summerside, PE C1N 4H7, Canada",(902) 436-9251,https://www.royallepagepei.com/,,4.3 (11 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Century 21Northumberland Realty Ltd,"629 Water St E, Summerside, PE C1N 4H8, Canada",(902) 436-2265,https://century21pei.com/,office@wordpress-659685-6168675.cloudwaysapps.com,4.9 (11 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Jodi Bernard | PEI Real Estate,"629 Water St E, Summerside, PE C1N 4H8, Canada",(902) 888-7842,https://jodibernard.com/,,5 (31 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",REMAX HARBOURSIDE REALTY,"660 Water St, Summerside, PE C1N 4J1, Canada",(800) 820-3601,http://www.remaxharbourside.ca/,,4.3 (8 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Andrew Brown - CENTURY 21 NORTHUMBERLAND REALTY,"629 Water St E, Summerside, PE C1N 4H8, Canada",(902) 324-3444,http://andrewbrownrealty.com/,andrew@century21pei.com,5 (24 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Darcy Gallant,"660 Water St, Summerside, PE C1N 4J1, Canada",(902) 954-0581,http://darcygallant.com/,darcy@darcygallant.com,5 (12 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Chris Weir – PEI Real Estate | Northern Lights Realty,"292 Water St Suite 208, Summerside, PE C1N 4J2, Canada",(902) 439-7275,https://www.myrealtorpei.com/,,5 (24 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Brad Pickering-RE/MAX Harbourside,"660 Water St, Summerside, PE C1N 4J1, Canada",(902) 786-1288,https://www.remax.ca/pe/brad-pickering-p102303461-ag,Brad.Pickering@remax.net,5 (12 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Steven Malayny - Royal LePage Country Estates- Summerside Homes,"630 Water St, Summerside, PE C1N 4H7, Canada",(902) 888-7424,http://peislandrealestate.com/,,N/A (0 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Jennifer McKenney - REALTOR® ReMax Harbourside Realty,"660 Water St E, Summerside, PE C1N 4J1, Canada",(902) 439-9029,https://jennifer-mckenney.remaxharboursiderealty.com/,,5 (4 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Tracy Wedge - Century 21 Northumberland Realty (1987) Ltd.,"629 Water St E, Summerside, PE C1N 4H8, Canada",(902) 856-1556,http://buyupwest.com/,tracy@century21pei.com,5 (22 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Coldwell Banker Parker Realty,"641 Water St E, Summerside, PE C1N 4H9, Canada",(902) 436-4663,https://www.parkerrealty.ca/,westernoffice@parkerrealty.ca,4.2 (5 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Karan Basra Royallepage,"630 Water St E, Summerside, PE C1N 4H7, Canada",(437) 990-8292,,,5 (1 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Don Murphy,"629 Water St E, Summerside, PE C1N 4H8, Canada",(888) 701-0021,http://www.donspeihomes.com/,donm@century21pei.com,4.5 (4 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Corey Ross Century 21,"629 Water St E, Summerside, PE C1N 4H8, Canada",(902) 315-3778,https://corey-ross.c21.ca/,COREY.ROSS@CENTURY21.CA,5 (3 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Tina Mundy - RE/MAX Harbourside Realty Ltd,"660 Water St, Summerside, PE C1N 4J1, Canada",(902) 439-2843,https://tinamundy.com/,tinamundy@remax.net,N/A (0 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",N.C.D Property Management,"7 Linkletter Estates, Summerside, PE C1N 1E6, Canada",(902) 786-0706,http://ncdpropertymanagement.ca/,allan@ncdpropertymanagement.ca,5 (1 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",MV Property Services,"120 Gillespie Ave, Summerside, PE C1N 4P5, Canada",(902) 918-2223,https://mvpropertyservices.ca/,,4.5 (16 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",The Tides,"20 MacKenzie Dr, Summerside, PE C1N 6M6, Canada",(902) 701-4483,https://www.capreit.ca/apartments-for-rent/summerside-pe/the-tides/,hello@capreit.net,5 (4 reviews)
Real Estate,"Real Estate Agency in Summerside, PEI",Royal LePage Country Estates : Mike Charbonneau,"630 Water St, Summerside, PE C1N 4H7, Canada",(902) 436-9251,http://peirealtor.info/,,5 (2 reviews)
Real Estate,"Realtor in Moncton, NB",Justin Mattatall Keller Williams Capital Realty Moncton,"150 Edmonton Ave #4B, Moncton, NB E1C 3B9, Canada",(506) 962-3948,http://www.justinrealty.ca/,justin.m@kw.com,4.8 (25 reviews)
Real Estate,"Realtor in Moncton, NB",Mike Doiron - Exit Realty Associates,"260 Champlain St, Dieppe, NB E1A 1P3, Canada",(506) 850-7089,http://www.mikedoiron.ca/,,5 (105 reviews)
Real Estate,"Realtor in Moncton, NB",Rachel Nevers - Keller Williams Capital Realty,"150 Edmonton Ave #4B, Moncton, NB E1C 3B9, Canada",(506) 651-9969,https://rachelnevers.kw.com/,,5 (39 reviews)
Real Estate,"Realtor in Halifax, NS",PRESS Realty,"233 Bedford Hwy #10, Halifax, NS B3M 2J9, Canada",(902) 457-4000,http://www.pressrealty.ca/,info@pressrealty.ca,4.7 (35 reviews)
Real Estate,"Realtor in Halifax, NS",EVANS REAL ESTATE TEAM - Your Halifax Realtors,"6080 Young St #404, Halifax, NS B3K 5L2, Canada",(902) 449-6342,http://realestateinhalifax.ca/,,4.9 (38 reviews)
Real Estate,"Realtor in Halifax, NS",73 realty group with Royal LePage Atlantic,"Royal LePage Atlantic, 84 Chain Lake Dr Suite 300, Halifax, NS B3S 1B4, Canada",(902) 441-0106,http://73realty.ca/,user@domain.com,5 (120 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Dalia's Medical Spa,"491 Mountain Rd, Moncton, NB E1C 2N2, Canada",(506) 899-4603,https://linktr.ee/daliamedicalspa,,5 (35 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Sparkle Lifestyle & MediSpa,"154 Church St, Moncton, NB E1C 4Z7, Canada",(506) 871-4421,https://sparklelifestyle.ca/,info@sparklelifestyle.ca,4.9 (333 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Bloom Health and Wellness Studio,"631 Pinewood Rd Suite 103-A, Riverview, NB E1B 5R6, Canada",(506) 854-4217,http://www.bloomhealthstudio.com/?utm_source=google&utm_medium=gmb,info@bloomhealthstudio.com,5 (75 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Usva Spa,"774 Front Mountain Rd, Moncton, NB E1G 3H3, Canada",(506) 855-8782,http://www.usva.ca/,,4.5 (432 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Mimi Medical Spa,"376 Champlain St, Dieppe, NB E1A 1P3, Canada",(506) 233-5548,,,5 (5 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Medes Spa,"1040 Champlain St, Dieppe, NB E1A 8L8, Canada",(506) 853-8391,http://www.medesspa.ca/,,4.5 (49 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Somanti Spa,"790 Dieppe Blvd suite 201, Dieppe, NB E1A 9G5, Canada",(506) 378-0065,http://www.somantispa.com/,info@somantispa.com,4.9 (246 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick","The Modern Skin Company - Laser Hair Removal, Skin Care & More","3 Cross St, Moncton, NB E1A 3C3, Canada",(506) 655-3066,https://modernskin.ca/,info@modernlaser.ca,5 (22 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Medicalux Private Care,"760 Champlain St, Dieppe, NB E1A 1P5, Canada",(506) 377-4780,http://medicalux.ca/,,4.7 (133 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Dermapure Dieppe - (Formerly Institut Figurra),"250 Champlain St #2A, Dieppe, NB E1A 1P3, Canada",(506) 404-2592,https://www.dermapure.com/en/locations/dieppe/?utm_source=google&utm_medium=organic,infodieppe@dermapure.com,4.9 (171 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",MESO Natural,"795 Main St Suite 206, Moncton, NB E1C 1E9, Canada",(506) 860-6376,https://mesotherapymoncton.com/,,5 (6 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",skinbyKDU - Medical Aesthetics at EASTND,"110 Victoria St, Moncton, NB E1C 1P8, Canada",(506) 830-8333,https://www.skinbykdu.ca/book-here,hello@skinbykdu.com,5 (2 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",The Pink Spa Beauty,"1265 Mountain Rd, Moncton, NB E1C 0H6, Canada",(506) 962-0319,http://www.thepinkspabeauty.ca/,,N/A (0 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Evolve Thermal Spa Moncton,"460 Mountain Rd, Moncton, NB E1C 6C6, Canada",(506) 859-4433,https://evolvemoncton.com/,info@evolvemoncton.com,4.7 (41 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Namaste Day Spa,"31 Botsford St, Moncton, NB E1C 4W8, Canada",(506) 389-1999,http://www.namastespanb.ca/,,4.8 (301 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",Thrive Wellness Boutique,"235 Salisbury Rd, Moncton, NB E1E 1A6, Canada",N/A,https://thrivewellnessboutique.janeapp.com/?fbclid=PAZXh0bgNhZW0CMTEAAaf4gghNxPRy72QYLxtO5CBi-VhzLLUfIa59Ncx16YkutAGCZ8r3cGlybH9kmA_aem_ApcJYgzL_MPMHLXk0gbwLg#/staff_member/1/bio,info@theholisticspace.ca,5 (34 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",SAFIR Moroccan Hammam & Spa,"49 Foundry St, Moncton, NB E1C 0W7, Canada",(506) 312-0931,https://safirhammam.com/,info@safirhammam.com,5 (147 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",OPAL21 Boutique & Spa,"750 Main St, Moncton, NB E1C 0G1, Canada",(506) 204-7721,http://www.opal21.ca/,beautemoncton@gmail.com,4.9 (84 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",DermaEnvy Skincare - Moncton / Dieppe,"988 Champlain St, Dieppe, NB E1A 1P8, Canada",(506) 383-1375,https://www.dermaenvy.com/,user@domain.com,4.7 (160 reviews)
Medical / Clinic,"Medical Spa in Moncton, New Brunswick",FUSION dermal care,"132 Mill Rd, Moncton, NB E1A 4A5, Canada",(506) 381-2168,http://fusiondermal.com/,hi@mystore.com,5 (4 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Benefit Body Spa,"123 York St suite 100, Fredericton, NB E3B 3N6, Canada",(506) 406-2388,https://www.benefitbodyspa.com/,info@benefitbodyspa.com,5 (51 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",The Spa 654 Club,"654 Bishop Dr, Fredericton, NB E3C 0B4, Canada",(506) 474-1772,http://www.thespa654club.com/,info@thespa654club.com,4.3 (89 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Vibrant Salon & Spa Fredericton,"1206 Prospect St, Fredericton, NB E3B 3C1, Canada",(506) 206-8855,https://www.vibrantsalonandspa.com/,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,4.9 (998 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Contour Laser Medi Spa,"151 Brunswick St Ste A, Fredericton, NB E3B 1G7, Canada",(506) 455-4100,http://www.contourlaser.ca/,hello@contourlaser.ca,5 (56 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Inject and Glow,"640 Prospect St Suite 205, Fredericton, NB E3B 9M7, Canada",(506) 300-1122,https://www.injectandglow.ca/,user@domain.com,5 (7 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Avalon Salon Spa - North,"280 Main St, Fredericton, NB E3A 1C9, Canada",(506) 472-1772,http://www.avalonspa.com/,,4.9 (977 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Opulence Med Spa,"15 Brayson Blvd Suite F, Oromocto, NB E2V 0J2, Canada",(506) 208-0746,https://www.opulencemedspa.ca/,f40a036b055640d1bcedf51ca04aa73a@sentry.wixpress.com,5 (13 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",DermaEnvy Skincare - Fredericton,"671 Prospect St Unit 102, Fredericton, NB E3B 6B8, Canada",(506) 454-7546,https://www.dermaenvy.com/,user@domain.com,5 (82 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Dr Andrea Hickey Medical Aesthetics,"435 Regent St Suite 104, Fredericton, NB E3B 3X6, Canada",(506) 458-0444,http://www.drandreahickey.ca/,user@domain.com,4.7 (49 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",The Face Place Medical Aesthetics,"191 Main St, Fredericton, NB E3A 1E1, Canada",N/A,https://www.thefaceplace.ca/,,N/A (0 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Injectables by Amie,"1365 Woodstock Rd, Fredericton, NB E3B 7R9, Canada",(506) 261-1617,http://injectablesstudio.janeapp.com/,0a2411dd501e4441a1f4a27ebdb0b309@o4505290921410560.ingest.sentry.io,5 (4 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Trisha Cann Medical Inc,"249 Rookwood Ave Suite 7, Fredericton, NB E3B 2M5, Canada",(506) 471-8747,http://cannmedical.ca/,13e49d785d8d4f828038b6136f3b48ba@sentry.io,5 (9 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Flawless Anti-Aging and Laser Clinic,"1125 Smythe St, Fredericton, NB E3B 3H4, Canada",(506) 455-3482,http://www.flawlessclinic.ca/,,4.9 (63 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Avalon Salon Spa - Downtown,"318 Brunswick St, Fredericton, NB E3B 1H1, Canada",(506) 472-1772,http://avalonspa.com/,,4.9 (354 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",RosieSKIN SALON SPA,"693 Golf Club Rd, Fredericton, NB E3B 7S5, Canada",(506) 262-5855,http://rosieskinspa.com/,rosieskin.ca@gmail.com,5 (81 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Surface Float Wellness Centre,"42 Durelle St #1, Fredericton, NB E3C 0G2, Canada",(506) 459-4970,https://surfacefloat.com/,hello@surfacefloat.com,4.9 (111 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",The Wellness Zone,"66 Greenwood Dr Unit 1, Fredericton, NB E3A 3T4, Canada",(506) 450-7395,https://www.thewellnesszone.ca/,,5 (130 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",Seoul Nail&Spa,"3136 Woodstock Rd, Fredericton, NB E3C 1K9, Canada",(506) 471-6636,https://www.seoulnailandspa.com/,,4.8 (94 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",THE TEN SPOT,"343 Queen St unit 101a, Fredericton, NB E3B 1B1, Canada",(506) 454-1717,https://www.thetenspot.com/fredericton/,fredericton@thetenspot.com,4.7 (238 reviews)
Medical / Clinic,"Medical Spa in Fredericton, New Brunswick",La Belle Medical Aesthetic Clinic,"208 Hampton Rd #1B, Quispamsis, NB E2E 4L8, Canada",(506) 849-0271,https://www.labellemedicalclinic.com/,Labellemedclinic@gmail.com,5 (90 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Vitality Medi Spa - Downtown,"5424 Doyle St, Halifax, NS B3J 0G3, Canada",(902) 422-4475,https://vitalitymedispa.ca/,,4.7 (589 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Monarchy Medispa Halifax,"480 Parkland Dr, Halifax, NS B3S 1P9, Canada",(902) 457-0525,http://www.monarchymedispa.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8436376266126156181,98b21aa53d68482b8414e892d9af0e5f@sentry-next.wixpress.com,5 (179 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Vitality Medi Spa - North,"2780 King St, Halifax, NS B3K 1T8, Canada",(902) 457-3267,https://vitalitymedispa.ca/,,4.8 (80 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",The Highlander Med Spa & Salon,"1597 South Park St, Halifax, NS B3J 0J1, Canada",(902) 429-3022,http://www.thehighlanderspa.com/,user@domain.com,4.8 (576 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Vitality Medi Spa - Bedford,"1658 Bedford Hwy, Bedford, NS B4A 2B6, Canada",(902) 835-5976,https://vitalitymedispa.ca/,,4.6 (338 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Body Works Med Spa & Wellness,"Box 030, 1535 Dresden Row #206, Halifax, NS B3J 3T1, Canada",(902) 405-0858,http://www.bodyworksmedspa.ca/,,4.6 (45 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Modern Age Aesthetics And Wellness,"1078 Tower Rd 5th Floor, Halifax, NS B3H 2Y5, Canada",(902) 402-9925,https://www.modernage.ca/,1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com,5 (32 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",NuYou MedSpa + Laser Clinic,"28 Esquire Ln, Bedford, NS B4A 0K1, Canada",(902) 422-7327,https://www.nuyoumedispa.ca/,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,4.9 (129 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Le Verve MediSpa,"79 Sea Spray Dr, Eastern Passage, NS B3G 1S5, Canada",(902) 410-9449,https://leverve.ca/,,4.9 (46 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Haven Medi-Spa,"192 Rockcliffe Dr, Enfield, NS B2T 0G7, Canada",(902) 982-6334,https://www.havenmedispa.com/,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,5 (62 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Aurora Medical Aesthetics,"6012 Pepperell St, Halifax, NS B3H 0C3, Canada",(902) 406-4040,http://www.auroracosmetic.ca/,info@auroracosmetic.ca,4.8 (171 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",DerMedical Esthetics Inc,"Millstone Square Floor 2, Door C, 250 Baker Dr suite 223, Dartmouth, NS B2W 6L4, Canada",(902) 435-8614,http://dermedicalesthetics.ca/,,4.9 (138 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",The Wine Spa,"1447 Hollis St, Halifax, NS B3J 1V1, Canada",(902) 414-7887,http://thewinespa.ca/,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,4.8 (112 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Luma Clinic,"6088 Coburg Rd, Halifax, NS B3H 1Z4, Canada",(902) 425-2956,http://luma.clinic/,u003emark@luma.clinic,4.9 (43 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Magnolia Medical Aesthetics,"6110 Lawrence St, Halifax, NS B3L 1J6, Canada",(902) 700-1889,https://leenpmedicalaesthetics.janeapp.com/,lee@marawolfville.ca,5 (17 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Gentle Touch Spa & Laser Centre,"Park Lane Mall, 5657 Spring Garden Rd, Halifax, NS B3J 1G9, Canada",(902) 429-6611,http://www.gentletouchonline.com/,,4.8 (203 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",Interlude Spa Halifax,"Queen's Marque, 1715 Lower Water St Suite 150, Halifax, NS B3J 0J4, Canada",(902) 469-2700,https://interlude.com/,,4.6 (242 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia","Sincerely, Skin Skincare & Laser Boutique","2962 Oxford St #1, Halifax, NS B3L 2W4, Canada",(902) 407-9455,https://www.sincerelyskinhfx.ca/,user@domain.com,4.9 (158 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",This Is Sundays - Medical Aesthetics Clinic | Downtown Halifax,"1435 Hollis St, Halifax, NS B3J 1V1, Canada",(902) 200-5274,https://sundaysinc.com/,,5 (23 reviews)
Medical / Clinic,"Medical Spa in Halifax, Nova Scotia",The Highlander Spa Bedford,"827 Bedford Hwy #103, Bedford, NS B4A 0J1, Canada",(902) 429-3022,https://thehighlanderspa.com/,user@domain.com,5 (15 reviews)
Medical / Clinic,"Medical Spa in Dartmouth, Nova Scotia",Nature Folk Wellness Collective,"90 Alderney Drive Lower level, Back/Harbour Side, 90 Alderney Dr, Dartmouth, NS B2Y 4S8, Canada",(902) 469-0274,http://naturefolk.ca/,user@domain.com,4.5 (255 reviews)
Medical / Clinic,"Medical Spa in Dartmouth, Nova Scotia",The Skin Sanctum,"300 Prince Albert Rd #202E, Dartmouth, NS B2Y 4J2, Canada",(778) 385-9064,https://www.theskinsanctum.ca/,user@domain.com,5 (40 reviews)
Medical / Clinic,"Medical Spa in Dartmouth, Nova Scotia",PASTEL skin clinic Dartmouth,"31 Kings Wharf Pl #105, Dartmouth, NS B2Y 0C1, Canada",(782) 321-3777,http://www.pastelskin.ca/,Pastelskinclinic@gmail.com,4.9 (45 reviews)
